cuenta|descri|cta_raiz|cta_niv3|cn_nivel|||
5510240100|ENERGIA ELECTRICA |5500000000|5510000000|5|||
5510240101|TASA DE ALUMBRADO PUBLICO|5500000000|5510000000|6|||
5510240200|INTERNET|5500000000|5510000000|5|||
5510240300|TELEFONO|5500000000|5510000000|5|||
5510240400|GAS|5500000000|5510000000|5|||
5510240500|AGUA ADMINISTRACION|5500000000|5510000000|5|||
5510250000|MATERIALES ELECTRICOS|5500000000|5510000000|4|||
5510250100|MATERIALES ELECTRICOS|5500000000|5510000000|5|||
5510260000|COMBUSTIBLES Y LUBRICANTES |5500000000|5510000000|4|||
5510260100|COMBUSTIBLES Y LUBRICANTES VEHICULOS |5500000000|5510000000|5|||
5510270000|COMBUSTIBLE Y LUBRICANTES|5500000000|5510000000|4|||
5510270100|COMBUSTIBLE Y LUBRICANTES|5500000000|5510000000|5|||
5510280000|FLETES Y CARGUIOS |5500000000|5510000000|4|||
5510280100|FLETES Y CARGUIOS |5500000000|5510000000|5|||
5510290000|GASTOS DE COMIDA |5500000000|5510000000|4|||
5510290001|OTROS GASTOS DE COMIDA|5500000000|5510000000|6|||
5510290100|GASTOS DE COMIDA |5500000000|5510000000|5|||
5510300000|ACCESORIOS Y REPUESTOS|5500000000|5510000000|4|||
5510300100|ACCESORIOS Y REPUESTOS VEHICULOS ADMINISTRACION|5500000000|5510000000|5|||
5510300200|ACCESORIOS Y REPUESTOS EQUIPOS DE COMPUTACION |5500000000|5510000000|5|||
5510300300|ACCESORIOS Y REPUESTOS ADMINISTRACION|5500000000|5510000000|5|||
5510300400|ACCESORIOS Y REPUESTOS  RETROEXCAVADORA|5500000000|5510000000|5|||
5510310000|OTROS GASTOS DE ADMINISTRACION|5500000000|5510000000|4|||
5510310100|TRAMITES Y LEGALIZACIONES ADMINISTRACION|5500000000|5510000000|5|||
5510310200|ENVIO Y ENCOMIENDAS |5500000000|5510000000|5|||
5510310300|FOTOCOPIAS Y ANILLADOS E IMPRESIONES|5500000000|5510000000|5|||
5510310400|GASTOS ADICIONALES DE IMPORTACIÓN |5500000000|5510000000|5|||
5510310500|OTROS GASTOS DE ADMINISTRACION|5500000000|5510000000|5|||
5510320000|SERVICIOS CONTRATADOS|5500000000|5510000000|4|||
5510320100|TRANSPORTE ADMINISTRACION|5500000000|5510000000|5|||
5510320200|ASESORIA LEGAL EXTERNA|5500000000|5510000000|5|||
5510320300|SERVICIO DE AUDITORIA EXTERNA|5500000000|5510000000|5|||
5510320400|SERVICIO DE SEGURIDAD Y PESAJE|5500000000|5510000000|5|||
5510320500|SERVICIOS TELEFONICOS COORPORATIVOS|5500000000|5510000000|5|||
5510320600|SERVICIOS TELEFONICOS RED WIFI|5500000000|5510000000|5|||
5510320700|SERVICIOS CONTRATADOS|5500000000|5510000000|5|||
5510320800|APLICACIONES INFORMATICAS|5500000000|5510000000|5|||
5510320900|SERVICIOS EXTERNOS |5500000000|5510000000|5|||
5510330000|HONORARIOS PROFESIONALES|5500000000|5510000000|4|||
5510330100|HONORARIOS PROFESIONALES SENASAG |5500000000|5510000000|5|||
5510330200|HONORARIOS PROFESIONALES DESARROLLADOR SOFTWARE|5500000000|5510000000|5|||
5510330300|HONORARIOS PROFESIONALES CONTADORES EXTERNOS|5500000000|5510000000|5|||
5510330400|HONORARIOS PROFESIONALES OTROS|5500000000|5510000000|5|||
5510340000|MANTENIMIENTO Y REPARACION|5500000000|5510000000|4|||
5510340100|MANTENIMIENTO Y REPARACION EQUIPOS DE COMPUTACION|5500000000|5510000000|5|||
5510340200|MANTENIMIENTO Y REPARACION MUEBLES Y ENSERES|5500000000|5510000000|5|||
5510340300|MANTENIMIENTO Y REPARACION EDIFICACIONES|5500000000|5510000000|5|||
5510340400|MANTENIMIENTO Y REPARACION VEHICULOS |5500000000|5510000000|5|||
5510340500|MANTENIMIENTO Y REPARACION DE INSTALACIONES EN GENERAL |5500000000|5510000000|5|||
5510350000|DEPRECIACIONES|5500000000|5510000000|4|||
5510350100|DEPRECIACION DE BIENES DE USO|5500000000|5510000000|5|||
5510350101|DEPRECIACION DE BIENES DE USO|5500000000|5510000000|6|||
5510350200|DEPRECIACION DE ACTIVOS FIJOS|5500000000|5510000000|5|||
5510350201|DEPRECIACION DE EDIFICIOS|5500000000|5510000000|6|||
5510350202|DEPRECIACION DE HERRAMIENTAS Y UNIDADES DE REMPLAZO|5500000000|5510000000|6|||
5510350203|DEPRECIACION DE VEHICULOS|5500000000|5510000000|6|||
5510350204|DEPRECIACION DE MUEBLES Y ENSERES|5500000000|5510000000|6|||
5510350205|DEPRECIACION DE EQUIPOS DE COMPUTACION|5500000000|5510000000|6|||
5510350206|DEPRECIACION DE INSTALACIONES|5500000000|5510000000|6|||
5510350207|DEPRECIACION DE EQUIPOS ELECTRICOS|5500000000|5510000000|6|||
5510350208|DEPRECIACION DE HERRAMIENTAS EN GENERAL|5500000000|5510000000|6|||
5510350209|DEPRECIACION DE EQUIPO TELEFONICO|5500000000|5510000000|6|||
5510350210|DEPRECIACION DE EQUIPO DE IMPRESION|5500000000|5510000000|6|||
5510350211|DEPRECIACION DE MENAJE DE COCINAMENAJE DE COCINA|5500000000|5510000000|6|||
5510360000|ALQUILERES|5500000000|5510000000|4|||
5510360100|ALQUILERES INMUEBLES |5500000000|5510000000|5|||
5510360200|ALQUILERES VARIOS|5500000000|5510000000|5|||
5510360300|ALQUILER DE VEHICULOS|5500000000|5510000000|5|||
5510360400|ALQUILERES POR SERVICIOS INFORMATIVOS |5500000000|5510000000|5|||
5510370000|SEGUROS|5500000000|5510000000|4|||
5510370100|SEGUROS|5500000000|5510000000|5|||
5510380000|MENSUALIDADES|5500000000|5510000000|4|||
5510380100|MENSUALIDAD CADEXCO|5500000000|5510000000|5|||
5510380200|MENSUALIDAD AEIS|5500000000|5510000000|5|||
5510400000|GASTOS GENERALES |5500000000|5510000000|4|||
5510400100|GASTOS GENERALES |5500000000|5510000000|5|||
5510400200|GASTOS DE SALUD|5500000000|5510000000|5|||
5510400201|GASTOS DE SALUD MEDICOS Y FARMACEUTICOS|5500000000|5510000000|6|||
5510400202|BOTIQUIN|5500000000|5510000000|6|||
5510410100|SERVICIOS DE LIMPIEZA|5500000000|5510000000|5|||
5510420000|INTERES POR MORA|5500000000|5510000000|4|||
5510420100|INTERES POR MORA|5500000000|5510000000|5|||
5510430000|ALIMENTO PARA PERROS |5500000000|5510000000|4|||
5510430100|ALIMENTO PARA PERROS |5500000000|5510000000|5|||
5510430200|GASTOS DE VETERINARIO|5500000000|5510000000|5|||
5510440000|ANUNCIOS Y PUBLICACIONES|5500000000|5510000000|4|||
5510440100|ANUNCIOS Y PUBLICACIONES|5500000000|5510000000|5|||
5510450000|MULTAS E INCUMPLIMIENTO DE CONTRATO|5500000000|5510000000|4|||
5510450100|MULTAS E INCUMPLIMIENTO DE CONTRATO|5500000000|5510000000|5|||
5510460000|BONOS AL PERSONAL|5500000000|5510000000|4|||
5510460100|BONOS A LOS SOCIOS |5500000000|5510000000|5|||
5510460200|BONOS POR PASANTIA|5500000000|5510000000|5|||
5510470000|MANTENIMIENTO DE VALOR|5500000000|5510000000|4|||
5510470100|MANTENIMIENTO DE VALOR|5500000000|5510000000|5|||
5510500000|CAPACITACIONES|5500000000|5510000000|4|||
5510500100|CAPACITACIONES LABORATORIO|5500000000|5510000000|5|||
5510500200|CAPACITACIONES EN GENERAL |5500000000|5510000000|5|||
5510600000|PEAJES|5500000000|5510000000|4|||
5510600100|PEAJES|5500000000|5510000000|5|||
5520000000|GASTOS FINANCIEROS|5500000000|5520000000|3|||
5520010000|INTERESES SOBRE PRESTAMOS BANCARIOS|5500000000|5520000000|4|||
5520010100|INTERESES SOBRE PRESTAMOS BANCARIOS|5500000000|5520000000|5|||
5520020000|INTERESES SOBRE OTRAS OBLIGACIONES FINANCIERAS|5500000000|5520000000|4|||
5520020100|INTERESES SOBRE OTRAS OBLIGACIONES FINANCIERAS|5500000000|5520000000|5|||
5520020300|INTERESES FINANCIEROS CON TERCEROS|5500000000|5520000000|5|||
5520030000|OTROS INTERESES|5500000000|5520000000|4|||
5520040000|COMISIONES BANCARIAS|5500000000|5520000000|4|||
5520040100|COMISIONES BANCARIAS|5500000000|5520000000|5|||
5520050000|OTROS GASTOS FINANCIEROS|5500000000|5520000000|4|||
5520050100|CARGO POR CHEQUERA|5500000000|5520000000|5|||
5520050200|GASTOS POR POLIZAS DE SEGUROS|5500000000|5520000000|5|||
5530000000|GASTOS EXTRAORDINARIOS|5500000000|5530000000|3|||
5530010000|OTROS GASTOS NO OPERATIVOS|5500000000|5530000000|4|||
5530010100|AJUSTE POR INFLACION Y TENENCIA DE BIENES|5500000000|5530000000|5|||
5530010200|DIFERENCIA DE CAMBIO|5500000000|5530000000|5|||
5530010201|DIFERENCIA DE CAMBIO|5500000000|5530000000|6|||
5530010300|OTROS GASTOS|5500000000|5530000000|5|||
5530010301|DIFERENCIA DE REDONDEO|5500000000|5530000000|6|||
5530010400|INDEMNIZACION POR DAÑOS Y PERJUICIOS|5500000000|5530000000|5|||
5530010500|COMISIONES EXTRAORDINARIAS|5500000000|5530000000|5|||
5530020000|CUENTAS INCOBRABLES|5500000000|5530000000|4|||
5530020100|CUENTAS INCOBRABLES|5500000000|5530000000|5|||
5540000000|GASTOS GENERALES|5500000000|5540000000|3|||
5540010000|ARTICULOS DADOS DE BAJA|5500000000|5540000000|4|||
5540010100|ARTICULOS DADOS DE BAJA|5500000000|5540000000|5|||
5540010200|GASTOS DE REPRESENTACION|5500000000|5540000000|5|||
5550000000|DONACIONES|5500000000|5550000000|3|||
5550010000|DONACIONES|5500000000|5550000000|4|||
5550010100|DONACIONES|5500000000|5550000000|5|||
5560000000|TRACTOCAMION|5500000000|5560000000|3|||
5560010000|COMBUSTIBLE TRACTOCAMION|5500000000|5560000000|4|||
5560010100|COMBUSTIBLE TRACTOCAMION|5500000000|5560000000|5|||
5560020000|PEAJES TRACTOCAMION|5500000000|5560000000|4|||
5560020100|PEAJES TRACTOCAMION|5500000000|5560000000|5|||
5560030000|HOSPEDAJE TRACTOCAMION|5500000000|5560000000|4|||
5560030100|HOSPEDAJE TRACTOCAMION|5500000000|5560000000|5|||
5560040000|VIATICOS TRACTOCAMION|5500000000|5560000000|4|||
5560040100|VIATICOS TRACTOCAMION|5500000000|5560000000|5|||
5560050000|ACCESORIOS Y REPUESTOS TRACTOCAMION|5500000000|5560000000|4|||
5560050100|ACCESORIOS Y REPUESTOS TRACTOCAMION|5500000000|5560000000|5|||
5560060000|MANTENIMIENTO TRACTOCAMION|5500000000|5560000000|4|||
5560060100|MANTENIMIENTO TRACTOCAMION|5500000000|5560000000|5|||
5560070000|ALQUILERES TRACTOCAMION|5500000000|5560000000|4|||
5560070100|ALQUILERES TRACTOCAMION|5500000000|5560000000|5|||
5560080000|OTROS GASTOS TRACTOCAMION|5500000000|5560000000|4|||
5560080100|OTROS GASTOS TRACTOCAMION|5500000000|5560000000|5|||
5560080200|PONTONES TRACTOCAMION|5560080000|5560000000|5|||
5560090000|TRAMITES Y LEGALIZACIONES TRACTOCAMION|5500000000|5560000000|4|||
5560090100|TRAMITES Y LEGALIZACIONES TRACTOCAMION|5500000000|5560000000|5|||
5560100000|COMISION CARGA TRACTOCAMION|5500000000|5560000000|4|||
5560100100|COMISION CARGA TRACTOCAMION|5500000000|5560000000|5|||
5570000000|IMPUESTOS, TASAS Y PATENTES|5500000000|5570000000|3|||
5570010000|IMPUESTOS NACIONALES|5500000000|5570000000|4|||
5570010100|IMPUESTO AL VALOR AGREGADO|5500000000|5570000000|5|||
5570010200|IMPUESTOS A LAS TRANSACCIONES|5500000000|5570000000|5|||
5570010300|IMPUESTO A LAS TRANSACCIONES FINANCIERAS |5500000000|5570000000|5|||
5570020000|IMPUESTOS DEPARTAMENTALES|5500000000|5570000000|4|||
5570030000|IMPUESTOS MUNICIPALES|5500000000|5570000000|4|||
5570030100|IMPUESTO MUNICIPAL A LA PROPIEDAD DE VEHICULOS AUTOMOTORES TERRESTRES|5500000000|5570000000|5|||
5570030200|IMPUESTO MUNICIPAL A LA PROPIEDAD DE BIENES INMUEBLES|5570030000|5570000000|5|||
5580000000|GESTIONES VETAS|5500000000||3|||
5580010000|GESTIONES EXPLORACION DE NUEVAS VETAS|5580000000|5580000000|4|||
5580010100|VIATICOS EXPLORACION|5580010000|5580000000|5|||
5580010200|SOCIALIZACION COMUNARIOS|5580010000|5580000000|5|||
5580010300|PEAJES EXPLORACIONES|5580010000|5580000000|5|||
5580010400|HOSPEDAJE EXPLORACIONES|5580010000|5580000000|5|||
5580010500|COMBUSTIBLE EN EXPLORACIONES|5580010000|5580000000|5|||
